PRODUCT_KEY;PRODUCT_ID;PRODUCT_NAME;CURRENT_CATALOG_NAME;NORMALIZED_DIRECTION;CATALOG_MATCH_STATUS;GOODS_PRESENT;SECTION_NAME;PARENT_SECTION;COST_PRICE;COEFFICIENT;OFFER_ROWS;OFFER_DEALS;OFFER_QTY_LADDER;ORDER_ROWS;ORDER_DEALS;TOTAL_ORDER_QTY;CURRENT_BASE_PRICE;ORDER_PRICE_P25;ORDER_PRICE_P50;ORDER_PRICE_P75;ORDER_QTY_P25;ORDER_QTY_P50;ORDER_QTY_P75;PRICE_RATIO_P25;PRICE_RATIO_P50;PRICE_RATIO_P75;PRICE_RATIO_MIN;PRICE_RATIO_MAX;PRICE_RATIO_RANGE;PRICE_MODE;CONFIDENCE_TIER;MANUAL_REVIEW_REASON
18412;18412;Каспийск Кавказская 13А Сторона Б 42.89467, 47.61994;Каспийск Кавказская 13А Сторона Б 42.89467, 47.61994;РИК;catalog;Y;Щит;Каспийск;13000;0.2;0;0;;26;26;27.02;20000;15000;18400;20000;1;1;1.1635;0.75;0.92;1;0.75;1;0.25;guided;medium;requires_context_lookup
18666;18666;Каспийск Орджоникидзе 8 Автостанция Сторона Б 42.8874, 47.63389;Каспийск Орджоникидзе 8 Автостанция Сторона Б 42.8874, 47.63389;РИК;catalog;Y;Щит;Каспийск;15000;0.2;0;0;;26;26;27.52;25000;15000;25000;25000;1;1;1.2;0.6;1;1;0.6;1.05;0.45;guided;medium;requires_context_lookup
18718;18718;Каспийск Хизроева 26-3 Сторона А 42.89115, 47.62492;Каспийск Хизроева 26-3 Сторона А 42.89115, 47.62492;РИК;catalog;Y;Щит;Каспийск;13000;0.2;0;0;;26;26;29.93;25300;17575;25300;25300;1;1;1;0.6947;1;1;0.5929;1.05;0.4571;guided;medium;requires_context_lookup
22164;22164;Махачкала Акушинского 393 КФС Сторона Б 42.96957, 47.40973;Махачкала Акушинского 393 КФС Сторона Б 42.96957, 47.40973;РИК;catalog;Y;Щит;Махачкала;13200;;0;0;;26;26;29.16;22000;16000;16800;22000;1;1.0114;1.375;0.7273;0.7636;1;0.7273;1.05;0.3227;guided;medium;requires_context_lookup
4314;4314;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;А3 Печать 4+0 201-400 шт 1-3 дня Печатная;Печатная;catalog;Y;Печать;А3;12.94;0.03;11;11;300;26;25;5352;37.13;37.13;37.13;48.46;124;250;280;1;1;1.3051;0.4977;1.4541;0.9564;manual;low;high_price_variance
4622;4622;Хайкот А4 бум. 230 гр. 1 шт Печатная;Хайкот А4 бум. 230 гр. 1 шт Печатная;Печатная;catalog;Y;Бумага;А4;2.93;0.04;0;0;;26;25;978.1;4.37;4.4775;5.31;7.28;6.75;27;51.0742;1.0246;1.2151;1.6659;1;1.6659;0.6659;manual;low;high_price_variance
5282;5282;Визитки Ламинация глянцевая 25мкр 240 Печатная;Визитки Ламинация глянцевая 25мкр 240 Печатная;Печатная;catalog;Y;Ламинация;Визитки;0.51;0.07;1;1;240;26;26;6800;1.38;1.38;1.38;1.38;240;240;285;1;1;1;0.8478;1.05;0.2022;guided;medium;requires_context_lookup
6078;6078;Брошюровка на 1 скобу 10-50 экз. до 3 мм Печатная;Брошюровка на 1 скобу 10-50 экз. до 3 мм Печатная;Печатная;catalog;Y;Брошюры;Типография;11.26;0.07;44;44;20|30|40|60|80|100;26;25;892;19.2;12;12;13;20;35;40;0.625;0.625;0.6771;0.5417;0.7813;0.2396;guided;medium;requires_context_lookup
6332;6332;Оклейка ровной поверхности пленкой 20-50 кв.м Цех;Оклейка ровной поверхности пленкой 20-50 кв.м Цех;Цех;catalog;Y;Оклейка;Самоклейка;385;0.04;4;4;32|48|50;26;22;521.11;770;480;660;660;10.8;21.17;28;0.6234;0.8571;0.8571;0.4857;1.05;0.5643;manual;low;high_price_variance
6336;6336;Винил демонтаж 1 кв.м Цех;Винил демонтаж 1 кв.м Цех;Цех;catalog;Y;демонтаж;Самоклейка;525;0.11;0;0;;26;21;42.52;1050;600;850;900;1;1;1.8;0.5714;0.8095;0.8571;0.3333;0.8571;0.5238;manual;low;high_price_variance
7484;7484;Оклейка бочины букв пленкой простые до 3 мп Цех;Оклейка бочины букв пленкой простые до 3 мп Цех;Цех;catalog;Y;Оклейка;Буквы;225;0.11;109;109;1|1.2|1.26|1.3|1.43|1.5|1.6|1.8;26;26;58.11;510;424.5;495.25;510;1.925;2.1;2.5;0.8324;0.9711;1;0.5982;1.0392;0.441;guided;medium;requires_context_lookup
8210;8210;Сварка металлокаркаса и покраска рамка 1-3 кв.м Цех;Сварка металлокаркаса и покраска рамка 1-3 кв.м Цех;Цех;catalog;Y;Сварка;Короба;630;0.09;0;0;;26;26;52.39;1260;750;980;1215;1.555;2;2.2;0.5952;0.7778;0.9643;0.5159;1.05;0.5341;manual;low;high_price_variance
manual:аренда щита стена мост каммаева (15000);0;Аренда щита стена мост Каммаева (15000);Аренда щита стена мост Каммаева (15000);__MANUAL_OR_UNCATEGORIZED__;manual_row;N;;;;;0;0;;26;13;26;;25000;25000;25000;1;1;1;;;;;;;manual;low;manual_or_missing_catalog
10094;10094;Махачкала Акушинского 272 АЗС Аско Сторона А 42.96986, 47.41014;Махачкала Акушинского 272 АЗС Аско Сторона А 42.96986, 47.41014;РИК;catalog;Y;Щит;Махачкала;17928;0.2;0;0;;25;25;26.14;25000;18400;18400;18400;1;1.0223;1.125;0.736;0.736;0.736;0.72;1;0.28;guided;medium;requires_context_lookup
10844;10844;Автоматическая контурная прорезка любой формы на листе 30х45 1-5 мп Печатная;Автоматическая контурная прорезка любой формы на листе 30х45 1-5 мп Печатная;Печатная;catalog;Y;Автоматическая резка;Стикеры;2.55;0.11;0;0;;25;25;241.36;15;14;15;16;2.5;4;6;0.9333;1;1.0667;0.8;1.6333;0.8333;manual;low;high_price_variance
16370;16370;Махачкала Имама Шамиля 59Б Занавес 05 Сторона Б 42.95921, 47.50533;Махачкала Имама Шамиля 59Б Занавес 05 Сторона Б 42.95921, 47.50533;РИК;catalog;Y;Щит;Махачкала;10032;0.2;0;0;;25;25;35.58;20000;11000;11000;18000;0.7778;1.5;1.8182;0.55;0.55;0.9;0.55;1;0.45;guided;medium;requires_context_lookup
