PRODUCT_KEY;PRODUCT_ID;PRODUCT_NAME;CURRENT_CATALOG_NAME;NORMALIZED_DIRECTION;CATALOG_MATCH_STATUS;GOODS_PRESENT;SECTION_NAME;PARENT_SECTION;COST_PRICE;COEFFICIENT;OFFER_ROWS;OFFER_DEALS;OFFER_QTY_LADDER;ORDER_ROWS;ORDER_DEALS;TOTAL_ORDER_QTY;CURRENT_BASE_PRICE;ORDER_PRICE_P25;ORDER_PRICE_P50;ORDER_PRICE_P75;ORDER_QTY_P25;ORDER_QTY_P50;ORDER_QTY_P75;PRICE_RATIO_P25;PRICE_RATIO_P50;PRICE_RATIO_P75;PRICE_RATIO_MIN;PRICE_RATIO_MAX;PRICE_RATIO_RANGE;PRICE_MODE;CONFIDENCE_TIER;MANUAL_REVIEW_REASON
22708;22708;Ежедневник недатированный А5 «Tokyo» 1 шт;Ежедневник недатированный А5 «Tokyo» 1 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;0;0;;0;0;0;1134;;;;;;;;;;;;;manual;low;insufficient_history
22710;22710;Ежедневник недатированный А5 «Tokyo» 5 шт;Ежедневник недатированный А5 «Tokyo» 5 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;1;1;5;0;0;0;1071;;;;;;;;;;;;;manual;low;insufficient_history
22712;22712;Ежедневник недатированный А5 «Tokyo» 10 шт;Ежедневник недатированный А5 «Tokyo» 10 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;1;1;10;0;0;0;1008;;;;;;;;;;;;;manual;low;insufficient_history
22714;22714;Ежедневник недатированный А5 «Tokyo» 20 шт;Ежедневник недатированный А5 «Tokyo» 20 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;2;2;20|30;0;0;0;945;;;;;;;;;;;;;manual;low;insufficient_history
22716;22716;Ежедневник недатированный А5 «Tokyo» 50 шт;Ежедневник недатированный А5 «Tokyo» 50 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;1;1;50;0;0;0;882;;;;;;;;;;;;;manual;low;insufficient_history
22718;22718;Ежедневник недатированный А5 «Tokyo» 100 шт;Ежедневник недатированный А5 «Tokyo» 100 шт;Мерч;catalog;Y;Ежедневники;Типография;630;;1;1;100;0;0;0;819;;;;;;;;;;;;;manual;low;insufficient_history
22720;22720;Ежедневник недатированный А5 «Polo» 1 шт;Ежедневник недатированный А5 «Polo» 1 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;0;0;;0;0;0;1530;;;;;;;;;;;;;manual;low;insufficient_history
22722;22722;Ежедневник недатированный А5 «Polo» 5 шт;Ежедневник недатированный А5 «Polo» 5 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;1;1;5;0;0;0;1445;;;;;;;;;;;;;manual;low;insufficient_history
22724;22724;Ежедневник недатированный А5 «Polo» 10 шт;Ежедневник недатированный А5 «Polo» 10 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;1;1;10;0;0;0;1360;;;;;;;;;;;;;manual;low;insufficient_history
22726;22726;Ежедневник недатированный А5 «Polo» 20 шт;Ежедневник недатированный А5 «Polo» 20 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;2;2;20|30;0;0;0;1275;;;;;;;;;;;;;manual;low;insufficient_history
22728;22728;Ежедневник недатированный А5 «Polo» 50 шт;Ежедневник недатированный А5 «Polo» 50 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;1;1;50;0;0;0;1190;;;;;;;;;;;;;manual;low;insufficient_history
22730;22730;Ежедневник недатированный А5 «Polo» 100 шт;Ежедневник недатированный А5 «Polo» 100 шт;Мерч;catalog;Y;Ежедневники;Типография;850;;1;1;100;0;0;0;1105;;;;;;;;;;;;;manual;low;insufficient_history
22732;22732;Ежедневник недатированный А5 «Megapolis Velvet» 1 шт;Ежедневник недатированный А5 «Megapolis Velvet» 1 шт;Мерч;catalog;Y;Ежедневники;Типография;436;;0;0;;0;0;0;784.8;;;;;;;;;;;;;manual;low;insufficient_history
22734;22734;Ежедневник недатированный А5 «Megapolis Velvet» 5 шт;Ежедневник недатированный А5 «Megapolis Velvet» 5 шт;Мерч;catalog;Y;Ежедневники;Типография;436;;1;1;5;0;0;0;741.2;;;;;;;;;;;;;manual;low;insufficient_history
22738;22738;Ежедневник недатированный А5 «Megapolis Velvet» 20 шт;Ежедневник недатированный А5 «Megapolis Velvet» 20 шт;Мерч;catalog;Y;Ежедневники;Типография;436;;2;2;20|30;0;0;0;654;;;;;;;;;;;;;manual;low;insufficient_history
22740;22740;Ежедневник недатированный А5 «Megapolis Velvet» 50 шт;Ежедневник недатированный А5 «Megapolis Velvet» 50 шт;Мерч;catalog;Y;Ежедневники;Типография;436;;1;1;50;0;0;0;610.4;;;;;;;;;;;;;manual;low;insufficient_history
22742;22742;Ежедневник недатированный А5 «Megapolis Velvet» 100 шт;Ежедневник недатированный А5 «Megapolis Velvet» 100 шт;Мерч;catalog;Y;Ежедневники;Типография;436;;1;1;100;0;0;0;566.8;;;;;;;;;;;;;manual;low;insufficient_history
22744;22744;Бизнес тетрадь А5 «Megapolis flex» 1 шт;Бизнес тетрадь А5 «Megapolis flex» 1 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;0;0;;0;0;0;563.4;;;;;;;;;;;;;manual;low;insufficient_history
22746;22746;Бизнес тетрадь А5 «Megapolis flex» 5 шт;Бизнес тетрадь А5 «Megapolis flex» 5 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;1;1;5;0;0;0;532.1;;;;;;;;;;;;;manual;low;insufficient_history
22748;22748;Бизнес тетрадь А5 «Megapolis flex» 10 шт;Бизнес тетрадь А5 «Megapolis flex» 10 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;1;1;10;0;0;0;500.8;;;;;;;;;;;;;manual;low;insufficient_history
22750;22750;Бизнес тетрадь А5 «Megapolis flex» 20 шт;Бизнес тетрадь А5 «Megapolis flex» 20 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;2;2;20|30;0;0;0;469.5;;;;;;;;;;;;;manual;low;insufficient_history
22752;22752;Бизнес тетрадь А5 «Megapolis flex» 50 шт;Бизнес тетрадь А5 «Megapolis flex» 50 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;1;1;50;0;0;0;438.2;;;;;;;;;;;;;manual;low;insufficient_history
22754;22754;Бизнес тетрадь А5 «Megapolis flex» 100 шт;Бизнес тетрадь А5 «Megapolis flex» 100 шт;Мерч;catalog;Y;Ежедневники;Типография;313;;1;1;100;0;0;0;406.9;;;;;;;;;;;;;manual;low;insufficient_history
22756;22756;Ежедневник недатированный А6 «Бумвинил» 1 шт;Ежедневник недатированный А6 «Бумвинил» 1 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;0;0;;0;0;0;270;;;;;;;;;;;;;manual;low;insufficient_history
22758;22758;Ежедневник недатированный А6 «Бумвинил» 5 шт;Ежедневник недатированный А6 «Бумвинил» 5 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;1;1;5;0;0;0;255;;;;;;;;;;;;;manual;low;insufficient_history
22760;22760;Ежедневник недатированный А6 «Бумвинил» 10 шт;Ежедневник недатированный А6 «Бумвинил» 10 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;1;1;10;0;0;0;240;;;;;;;;;;;;;manual;low;insufficient_history
22762;22762;Ежедневник недатированный А6 «Бумвинил» 20 шт;Ежедневник недатированный А6 «Бумвинил» 20 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;2;2;20|30;0;0;0;225;;;;;;;;;;;;;manual;low;insufficient_history
22764;22764;Ежедневник недатированный А6 «Бумвинил» 50 шт;Ежедневник недатированный А6 «Бумвинил» 50 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;1;1;50;0;0;0;210;;;;;;;;;;;;;manual;low;insufficient_history
22766;22766;Ежедневник недатированный А6 «Бумвинил» 100 шт;Ежедневник недатированный А6 «Бумвинил» 100 шт;Мерч;catalog;Y;Ежедневники;Типография;150;;1;1;100;0;0;0;195;;;;;;;;;;;;;manual;low;insufficient_history
22768;22768;Ежедневник А5 «Megapolis Color» soft-touch 1 шт;Ежедневник А5 «Megapolis Color» soft-touch 1 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;0;0;;0;0;0;894.6;;;;;;;;;;;;;manual;low;insufficient_history
22770;22770;Ежедневник А5 «Megapolis Color» soft-touch 5 шт;Ежедневник А5 «Megapolis Color» soft-touch 5 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;1;1;5;0;0;0;844.9;;;;;;;;;;;;;manual;low;insufficient_history
22772;22772;Ежедневник А5 «Megapolis Color» soft-touch 10 шт;Ежедневник А5 «Megapolis Color» soft-touch 10 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;1;1;10;0;0;0;795.2;;;;;;;;;;;;;manual;low;insufficient_history
22774;22774;Ежедневник А5 «Megapolis Color» soft-touch 20 шт;Ежедневник А5 «Megapolis Color» soft-touch 20 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;2;2;20|30;0;0;0;745.5;;;;;;;;;;;;;manual;low;insufficient_history
22776;22776;Ежедневник А5 «Megapolis Color» soft-touch 50 шт;Ежедневник А5 «Megapolis Color» soft-touch 50 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;1;1;50;0;0;0;695.8;;;;;;;;;;;;;manual;low;insufficient_history
22778;22778;Ежедневник А5 «Megapolis Color» soft-touch 100 шт;Ежедневник А5 «Megapolis Color» soft-touch 100 шт;Мерч;catalog;Y;Ежедневники;Типография;497;;1;1;100;0;0;0;646.1;;;;;;;;;;;;;manual;low;insufficient_history
22780;22780;"Рубашка поло ""First"" детская от 20 шт";"Рубашка поло ""First"" детская от 20 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;20;0;0;0;1115.1;;;;;;;;;;;;;manual;low;insufficient_history
22782;22782;"Рубашка поло ""First"" детская от 50 шт";"Рубашка поло ""First"" детская от 50 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;50;0;0;0;1053.15;;;;;;;;;;;;;manual;low;insufficient_history
22784;22784;"Рубашка поло ""First"" детская от 100 шт";"Рубашка поло ""First"" детская от 100 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;100;0;0;0;991.2;;;;;;;;;;;;;manual;low;insufficient_history
22786;22786;"Рубашка поло ""First"" детская от 200 шт";"Рубашка поло ""First"" детская от 200 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;200;0;0;0;929.25;;;;;;;;;;;;;manual;low;insufficient_history
22788;22788;"Рубашка поло ""First"" детская от 500 шт";"Рубашка поло ""First"" детская от 500 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;500;0;0;0;867.3;;;;;;;;;;;;;manual;low;insufficient_history
22790;22790;"Рубашка поло ""First"" детская от 1000 шт";"Рубашка поло ""First"" детская от 1000 шт";Мерч;catalog;Y;Поло;Одежда;619.5;;1;1;1000;0;0;0;805.35;;;;;;;;;;;;;manual;low;insufficient_history
22792;22792;Рубашка поло «Laguna» мужская от 20 шт;Рубашка поло «Laguna» мужская от 20 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;20;0;0;0;1491.3;;;;;;;;;;;;;manual;low;insufficient_history
22794;22794;Рубашка поло «Laguna» мужская от 50 шт;Рубашка поло «Laguna» мужская от 50 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;50;0;0;0;1408.45;;;;;;;;;;;;;manual;low;insufficient_history
22796;22796;Рубашка поло «Laguna» мужская от 100 шт;Рубашка поло «Laguna» мужская от 100 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;100;0;0;0;1325.6;;;;;;;;;;;;;manual;low;insufficient_history
22798;22798;Рубашка поло «Laguna» мужская от 200 шт;Рубашка поло «Laguna» мужская от 200 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;200;0;0;0;1242.75;;;;;;;;;;;;;manual;low;insufficient_history
22800;22800;Рубашка поло «Laguna» мужская от 500 шт;Рубашка поло «Laguna» мужская от 500 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;500;0;0;0;1159.9;;;;;;;;;;;;;manual;low;insufficient_history
22802;22802;Рубашка поло «Laguna» мужская от 1000 шт;Рубашка поло «Laguna» мужская от 1000 шт;Мерч;catalog;Y;Поло;Одежда;828.5;;1;1;1000;0;0;0;1077.05;;;;;;;;;;;;;manual;low;insufficient_history
22804;22804;Рубашка поло «First 2.0» женская от 20 шт;Рубашка поло «First 2.0» женская от 20 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;20;0;0;0;1639.8;;;;;;;;;;;;;manual;low;insufficient_history
22806;22806;Рубашка поло «First 2.0» женская от 50 шт;Рубашка поло «First 2.0» женская от 50 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;50;0;0;0;1548.7;;;;;;;;;;;;;manual;low;insufficient_history
22808;22808;Рубашка поло «First 2.0» женская от 100 шт;Рубашка поло «First 2.0» женская от 100 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;100;0;0;0;1457.6;;;;;;;;;;;;;manual;low;insufficient_history
22810;22810;Рубашка поло «First 2.0» женская от 200 шт;Рубашка поло «First 2.0» женская от 200 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;200;0;0;0;1366.5;;;;;;;;;;;;;manual;low;insufficient_history
22812;22812;Рубашка поло «First 2.0» женская от 500 шт;Рубашка поло «First 2.0» женская от 500 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;500;0;0;0;1275.4;;;;;;;;;;;;;manual;low;insufficient_history
22814;22814;Рубашка поло «First 2.0» женская от 1000 шт;Рубашка поло «First 2.0» женская от 1000 шт;Мерч;catalog;Y;Поло;Одежда;911;;1;1;1000;0;0;0;1184.3;;;;;;;;;;;;;manual;low;insufficient_history
22816;22816;"Рубашка поло ""First 2.0"" мужская от 20 шт";"Рубашка поло ""First 2.0"" мужская от 20 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;20;0;0;0;1685.34;;;;;;;;;;;;;manual;low;insufficient_history
22818;22818;"Рубашка поло ""First 2.0"" мужская от 50 шт";"Рубашка поло ""First 2.0"" мужская от 50 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;50;0;0;0;1591.71;;;;;;;;;;;;;manual;low;insufficient_history
22820;22820;"Рубашка поло ""First 2.0"" мужская от 100 шт";"Рубашка поло ""First 2.0"" мужская от 100 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;100;0;0;0;1498.08;;;;;;;;;;;;;manual;low;insufficient_history
22822;22822;"Рубашка поло ""First 2.0"" мужская от 200 шт";"Рубашка поло ""First 2.0"" мужская от 200 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;200;0;0;0;1404.45;;;;;;;;;;;;;manual;low;insufficient_history
22824;22824;"Рубашка поло ""First 2.0"" мужская от 500 шт";"Рубашка поло ""First 2.0"" мужская от 500 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;500;0;0;0;1310.82;;;;;;;;;;;;;manual;low;insufficient_history
22826;22826;"Рубашка поло ""First 2.0"" мужская от 1000 шт";"Рубашка поло ""First 2.0"" мужская от 1000 шт";Мерч;catalog;Y;Поло;Одежда;936.3;;1;1;1000;0;0;0;1217.19;;;;;;;;;;;;;manual;low;insufficient_history
22828;22828;"Рубашка поло ""Boston"" мужская мужская от 20 шт";"Рубашка поло ""Boston"" мужская мужская от 20 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;20;0;0;0;1707.12;;;;;;;;;;;;;manual;low;insufficient_history
22830;22830;"Рубашка поло ""Boston"" мужская мужская от 50 шт";"Рубашка поло ""Boston"" мужская мужская от 50 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;50;0;0;0;1612.28;;;;;;;;;;;;;manual;low;insufficient_history
22832;22832;"Рубашка поло ""Boston"" мужская мужская от 100 шт";"Рубашка поло ""Boston"" мужская мужская от 100 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;100;0;0;0;1517.44;;;;;;;;;;;;;manual;low;insufficient_history
22834;22834;"Рубашка поло ""Boston"" мужская мужская от 200 шт";"Рубашка поло ""Boston"" мужская мужская от 200 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;200;0;0;0;1422.6;;;;;;;;;;;;;manual;low;insufficient_history
22836;22836;"Рубашка поло ""Boston"" мужская мужская от 500 шт";"Рубашка поло ""Boston"" мужская мужская от 500 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;500;0;0;0;1327.76;;;;;;;;;;;;;manual;low;insufficient_history
22838;22838;"Рубашка поло ""Boston"" мужская мужская от 1000 шт";"Рубашка поло ""Boston"" мужская мужская от 1000 шт";Мерч;catalog;Y;Поло;Одежда;948.4;;1;1;1000;0;0;0;1232.92;;;;;;;;;;;;;manual;low;insufficient_history
22840;22840;"Рубашка поло ""Boston"" женская женская от 20 шт";"Рубашка поло ""Boston"" женская женская от 20 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;20;0;0;0;1717.02;;;;;;;;;;;;;manual;low;insufficient_history
22842;22842;"Рубашка поло ""Boston"" женская женская от 50 шт";"Рубашка поло ""Boston"" женская женская от 50 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;50;0;0;0;1621.63;;;;;;;;;;;;;manual;low;insufficient_history
22844;22844;"Рубашка поло ""Boston"" женская женская от 100 шт";"Рубашка поло ""Boston"" женская женская от 100 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;100;0;0;0;1526.24;;;;;;;;;;;;;manual;low;insufficient_history
22846;22846;"Рубашка поло ""Boston"" женская женская от 200 шт";"Рубашка поло ""Boston"" женская женская от 200 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;200;0;0;0;1430.85;;;;;;;;;;;;;manual;low;insufficient_history
22848;22848;"Рубашка поло ""Boston"" женская женская от 500 шт";"Рубашка поло ""Boston"" женская женская от 500 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;500;0;0;0;1335.46;;;;;;;;;;;;;manual;low;insufficient_history
22850;22850;"Рубашка поло ""Boston"" женская женская от 1000 шт";"Рубашка поло ""Boston"" женская женская от 1000 шт";Мерч;catalog;Y;Поло;Одежда;953.9;;1;1;1000;0;0;0;1240.07;;;;;;;;;;;;;manual;low;insufficient_history
22852;22852;"Рубашка поло ""Boston 2.0"" мужская мужская от 20 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 20 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;20;0;0;0;1956.6;;;;;;;;;;;;;manual;low;insufficient_history
22854;22854;"Рубашка поло ""Boston 2.0"" мужская мужская от 50 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 50 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;50;0;0;0;1847.9;;;;;;;;;;;;;manual;low;insufficient_history
22856;22856;"Рубашка поло ""Boston 2.0"" мужская мужская от 100 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 100 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;100;0;0;0;1739.2;;;;;;;;;;;;;manual;low;insufficient_history
22858;22858;"Рубашка поло ""Boston 2.0"" мужская мужская от 200 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 200 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;200;0;0;0;1630.5;;;;;;;;;;;;;manual;low;insufficient_history
22860;22860;"Рубашка поло ""Boston 2.0"" мужская мужская от 500 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 500 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;500;0;0;0;1521.8;;;;;;;;;;;;;manual;low;insufficient_history
22862;22862;"Рубашка поло ""Boston 2.0"" мужская мужская от 1000 шт";"Рубашка поло ""Boston 2.0"" мужская мужская от 1000 шт";Мерч;catalog;Y;Поло;Одежда;1087;;1;1;1;0;0;0;1413.1;;;;;;;;;;;;;manual;low;insufficient_history
22864;22864;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 1-3 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 1-3 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;900;;3;3;1|2|3;0;0;0;1620;;;;;;;;;;;;;manual;low;insufficient_history
22866;22866;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 3-10 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 3-10 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;900;;3;3;5|7|10;0;0;0;1530;;;;;;;;;;;;;manual;low;insufficient_history
22868;22868;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 10-30 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 10-30 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;900;;2;2;15|20;0;0;0;1440;;;;;;;;;;;;;manual;low;insufficient_history
22870;22870;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 30-60 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 30-60 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;900;;1;1;30;0;0;0;1350;;;;;;;;;;;;;manual;low;insufficient_history
22872;22872;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 60-100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 10х15 см за 1 шт 60-100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;900;;0;0;;0;0;0;1260;;;;;;;;;;;;;manual;low;insufficient_history
22878;22878;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 3-10 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 3-10 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1100;;3;3;5|7|10;0;0;0;1870;;;;;;;;;;;;;manual;low;insufficient_history
22880;22880;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 10-30 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 10-30 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1100;;2;2;15|20;0;0;0;1760;;;;;;;;;;;;;manual;low;insufficient_history
22882;22882;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 30-60 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 30-60 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1100;;1;1;30;0;0;0;1650;;;;;;;;;;;;;manual;low;insufficient_history
22884;22884;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 60-100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт 60-100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1100;;0;0;;0;0;0;1540;;;;;;;;;;;;;manual;low;insufficient_history
22886;22886;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт более 100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х15 см за 1 шт более 100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1100;;0;0;;0;0;0;1430;;;;;;;;;;;;;manual;low;insufficient_history
22890;22890;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 3-10 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 3-10 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1400;;3;3;5|7|10;0;0;0;2380;;;;;;;;;;;;;manual;low;insufficient_history
22892;22892;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 10-30 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 10-30 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1400;;2;2;15|20;0;0;0;2240;;;;;;;;;;;;;manual;low;insufficient_history
22894;22894;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 30-60 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 30-60 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1400;;1;1;30;0;0;0;2100;;;;;;;;;;;;;manual;low;insufficient_history
22896;22896;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 60-100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт 60-100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1400;;0;0;;0;0;0;1960;;;;;;;;;;;;;manual;low;insufficient_history
22898;22898;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт более 100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 15х20 см за 1 шт более 100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1400;;0;0;;0;0;0;1820;;;;;;;;;;;;;manual;low;insufficient_history
22900;22900;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 1-3 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 1-3 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;3;3;1|2|3;0;0;0;2880;;;;;;;;;;;;;manual;low;insufficient_history
22902;22902;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 3-10 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 3-10 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;3;3;5|7|10;0;0;0;2720;;;;;;;;;;;;;manual;low;insufficient_history
22904;22904;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 10-30 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 10-30 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;2;2;15|20;0;0;0;2560;;;;;;;;;;;;;manual;low;insufficient_history
22906;22906;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 30-60 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 30-60 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;1;1;30;0;0;0;2400;;;;;;;;;;;;;manual;low;insufficient_history
22908;22908;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 60-100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт 60-100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;0;0;;0;0;0;2240;;;;;;;;;;;;;manual;low;insufficient_history
22910;22910;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт более 100 шт POS;Табличка пластиковая с гравировкой на деревянной ножке 20х20 см за 1 шт более 100 шт POS;POS;catalog;Y;На деревянной ножке;Акрил;1600;;0;0;;0;0;0;2080;;;;;;;;;;;;;manual;low;insufficient_history
22914;22914;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 3-10 шт POS;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 3-10 шт POS;POS;catalog;Y;С объемными элементами;Акрил;1300;;3;3;5|7|10;0;0;0;2210;;;;;;;;;;;;;manual;low;insufficient_history
22916;22916;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 10-30 шт POS;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 10-30 шт POS;POS;catalog;Y;С объемными элементами;Акрил;1300;;2;2;15|20;0;0;0;2080;;;;;;;;;;;;;manual;low;insufficient_history
22918;22918;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 30-60 шт POS;Табличка пластиковая с гравировкой и объемными элементами 10х15 см за 1 шт 30-60 шт POS;POS;catalog;Y;С объемными элементами;Акрил;1300;;1;1;30;0;0;0;1950;;;;;;;;;;;;;manual;low;insufficient_history
