PRODUCT_ID;PRODUCT_NAME;NORMALIZED_DIRECTION;ORDER_ROWS;PRICE_MODE;CONFIDENCE_TIER;PRICE_RATIO_RANGE;CURRENT_BASE_PRICE;ORDER_PRICE_P50;MANUAL_REVIEW_REASON
0;------------------------------------ Дизайн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------ Печать;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------- Плакат и Регламент -------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------- Стикеры к Рамадану -------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------- Азбука Вкуса (Логотип) ----------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------- Работа по сайту ----------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------- ЦЛД (Брендбук) ----------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------- HUGGE (Логотип) ----------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------- (Пластик);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------- (Стекло);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------ 42х15 см;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------ А3;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------ А6;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------ Дизайн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------------------------------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------------------------------------2025;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------Грата;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------------------------сайт интерьтера;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------------------сайт sum;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------------СТИКЕРЫ бежевые 11,08,2025--------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------------короб 50х50 круглый;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------вывеска---------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------------Стенд 300х170 / 210х170 / 200х170 см---------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------------клик-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------баннер;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------------зуб панель кронштейн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------А3 ламинация биговка;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------Банер на рейку без рейки 228х250см------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------визитки------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------Сертификат------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------------Стойка Х-апп------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------Винил  30х10см 30шт------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------лого--------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------------оклейка;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;---------------угол потребителя------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------------бейдж-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------------табличка указатель----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------------таблички;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------баннер-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Брендирование транспорта 1 машина;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Брендирование транспорта 2 машина;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Брендирование транспорта 3 машина;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------визитки------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------короб------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Лазерная печать-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Овальный  Панель-кронштейн  световая двусторонняя;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------ОФСЕТ--------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Прорезка Кунак Серая графит-----------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------Режимник аппликация на монтажке-----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------------световой короб;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------30х15------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------блокноты-------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------В пятницу пробник----------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------г. Дербент, ул. Ленина, 79;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------г. Южно-Сухокумск, ул. Ленина, 11;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------Наклейки на блокноты 15х20см 50штук и 13,5х19см 100штук;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------НЕОН внутри------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------Прорезка Ислам Кондеры------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------------Ритрама-----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------30х20-------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------визитки;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------Визитки----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------Винил 30х20см 1000штук-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------вывеска------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;-----------Меню А3------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------Мусафир Гид-----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------Табличка композит+аппликация50х40см------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----------Табличка ПВХ3мм 30х15см 3штуки---------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Баннер ----;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Баннер с люверсами 2,9х1,9м;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Буклет А4 1биг;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Винил демонтаж/монтаж на месте 250х71см------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Винил--------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Каталог А5 34листа 4+4--------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------короб световой;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;----------Меню барное А4-------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Панель-кронштейн круглая световая двусторонняя.------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Пробники----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------Тейбл тент с УФ печатью в бекпринте-----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----------титульная  ромбиком---------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;---------Баннер на рейке 100х500см и 270х80см --------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------Брошюра А5 4листа 20шт;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------буклеты;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------визитки--------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------короб;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---------Плакат матовый 83х47см------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------короб;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------кристал;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------Меню А4 и А3 -----------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------плоские буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------Фирменный стиль для инсты адаптация;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------Фирменный стиль для инсты адаптация АРСи АЛИ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--------Фирменный стиль для сайта;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------самоклейка---------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-------Талоны---------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------КОРОБА Лабквест Медицинские Анализы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------КОРОБА ЛОГОТИПЫ--------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------панель кронштейн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------Подложка для букв-----;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;------штендер;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----Блокнот А5 30 листов ++++++++++++;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----ВЫВЕСКА зодчи;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-----Пресс-волл 3х2;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----Буквы акрильные АВГУСТ----;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----буквы акрильные хромолаб+медицинские анализы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----композитная подложка;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----Панель кронштейн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;----Панель Кронштей��------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---)дизайнерские услуги;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;800;manual_or_missing_catalog
0;---визитки 300 шт.;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---вывеска;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---Основное меню---;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;---флаеры 200 шт.;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Буквы Мед центр;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Буквы объемные;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Буквы плоские;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Буквы Хеликс;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Винил;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Композит подложка;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Короб;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Короб Лого;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Короб прямой;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Короб силуэт;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Меню;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Панель-кронштейн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;--Ульфат;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;-) +10% ОПЛАТА БЕЗНАЛОМ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;132;manual_or_missing_catalog
0;-) визитк оффсет;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1.52;manual_or_missing_catalog
0;-) дизайнерская работа;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;7470;manual_or_missing_catalog
0;-) изменение размеров баннера;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;500;manual_or_missing_catalog
0;-) оффсет_еврофлаера 10х21см_ 4+4 на меловке 130 гр сборный тираж;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1.44;manual_or_missing_catalog
0;-) ПЛАСТИКОВЫЕ КАРТЫ С ЧИПОМ МАЙФАР;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;100;manual_or_missing_catalog
0;-) подготовка к производству;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;500;manual_or_missing_catalog
0;-) резка;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;-) ФЛЕКСОПЕЧАТЬ_ 8,9х4,1см;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2.25;manual_or_missing_catalog
0;-)РАБОТА С ДИЗАЙНЕРОМ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;-буквы;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;!!! Выполнено работы на сумму 21000р;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;.;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;(98000);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;110250;manual_or_missing_catalog
0;(вышка);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1280;manual_or_missing_catalog
0;(ОФСЕТ) листовка А6 4+4 НА МЕЛОВКЕ 130 ГР;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1;manual_or_missing_catalog
0;(ОФФСЕТ) буклетА4 2 фальца;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;6.1;manual_or_missing_catalog
0;(оффсет) этикетки бумажные 10,5 на 13 см;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;3.6;manual_or_missing_catalog
0;//////////// Баннер, печать;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;//////Работа дизайнера;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;/////Самоклейки;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;;manual_or_missing_catalog
0;////конверт;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;////сделано;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;///Доработки от Аси;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;///макет;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;///Наклейки ретрама;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;///таблички 17 высота 10 ширина 60 шт blackprint;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;\\\нужно еще сделать;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;+ 10 %;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;888;manual_or_missing_catalog
0;+ 10%;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;820;manual_or_missing_catalog
0;+ 10% за перечисление;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;+ 680р Амин;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;680;manual_or_missing_catalog
0;+ Амин;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;200;manual_or_missing_catalog
0;+ за некрасивые глаза;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;180;manual_or_missing_catalog
0;+ каспийск;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;800;manual_or_missing_catalog
0;+%;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1460;manual_or_missing_catalog
0;+10 % ЗА БЕЗНАЛ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;583;manual_or_missing_catalog
0;+10 % при оплате перечислением;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;700;manual_or_missing_catalog
0;+10 безнал;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;920;manual_or_missing_catalog
0;+10% за безнал;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;8600;manual_or_missing_catalog
0;+10% наценка за срочность;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;524;manual_or_missing_catalog
0;+10% оплата безналом;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;+1400;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1400;manual_or_missing_catalog
0;+25% за нестандартный размер визитки 9х6см;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1555;manual_or_missing_catalog
0;+30% к печати;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;09.09.2025------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;1-(Диагностика в вывески в семендере);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;1) +10% за оплату безналом;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1691;manual_or_missing_catalog
0;1) ВИЗИТКИ  4+4 ДНС 250 ГР;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2.2;manual_or_missing_catalog
0;1) наценка за срочность;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;3700;manual_or_missing_catalog
0;1)затраты по материалу и работе по неону;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;18000;manual_or_missing_catalog
0;1)МАКЕТ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1200;manual_or_missing_catalog
0;1)макет вывески;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;3000;manual_or_missing_catalog
0;1)макет листовки;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;400;manual_or_missing_catalog
0;1)отверстие;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;6;manual_or_missing_catalog
0;10 % Безнал;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;5700;manual_or_missing_catalog
0;10.11_ТОЧКА КИПЕНИЯ)СКОТЧ;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1500;manual_or_missing_catalog
0;10);__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1800;manual_or_missing_catalog
0;10% доставка Безнал;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2530;manual_or_missing_catalog
0;10% за дизайн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;130;manual_or_missing_catalog
0;10% за оплату перечислением;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;273;manual_or_missing_catalog
0;10% перечесление;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2900;manual_or_missing_catalog
0;10% перечеслением;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;5580;manual_or_missing_catalog
0;10% перечисление;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1100;manual_or_missing_catalog
0;10% с перечесления;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;5500;manual_or_missing_catalog
0;1000 мелочей мост баннер 1,35х28,7 ст.А1;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;1000 мелочей мост баннер 1,35х28,7 ст.А2;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;11%;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2198;manual_or_missing_catalog
0;13.09.2025-------------------------------;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;15% Дизайн;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;12675;manual_or_missing_catalog
0;2-Табличка 30х40см режимник;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;0;manual_or_missing_catalog
0;2(Б) Коркмасова напротив 13 школы  4х3 с 08.12 по 31.12;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;12400;manual_or_missing_catalog
0;2) (оффсет) буклет А4 два фальца на меловые;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;6.1;manual_or_missing_catalog
0;2) ВИЗИТКИ  4+4 ДНС 250 ГР;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;3.7;manual_or_missing_catalog
0;2) оффсет_ листовки а6 4+4 на меловке сборный тираж;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1.2;manual_or_missing_catalog
0;2) подготовка макета;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
0;2) работа фотографа;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;2500;manual_or_missing_catalog
0;2)макет;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;200;manual_or_missing_catalog
0;2)работа с дизайнером;__MANUAL_OR_UNCATEGORIZED__;1;manual;low;;;1000;manual_or_missing_catalog
