TEMPLATE_BUNDLE_KEY;TEMPLATE_PRODUCT_COUNT;TEMPLATE_DEAL_COUNT;EXACT_ORDER_MATCH_COUNT;CONTAINED_ORDER_MATCH_COUNT;MATCH_RATE_PER_TEMPLATE_DEAL;SAMPLE_TEMPLATE_TITLE;SAMPLE_ORDER_TITLE
4718|4816;2;1;0;0;0;Листовка А5 глянец 250 гр/м2 двусторонняя;
5270|8200;2;1;0;0;0;Визитки на бумаге с бархатистой поверхностью, цвета слоновая кость. Оперативная полиграфия.;
5274|8200;2;1;0;0;0;Визитки на бумаге с бархатистой поверхностью, цвета слоновая кость. Оперативная полиграфия.;
5266|5414;2;1;0;0;0;"Визитки на бумаге ""Белое золото"". Оперативная полиграфия.";
5270|5414;2;1;0;0;0;"Визитки на бумаге ""Белое золото"". Оперативная полиграфия.";
5266|5402;2;1;0;0;0;"Визитки бумаге ""Сияние золота"". Оперативная полиграфия.";
5270|5402;2;1;0;0;0;"Визитки бумаге ""Сияние золота"". Оперативная полиграфия.";
5274|5402;2;1;0;0;0;"Визитки бумаге ""Сияние золота"". Оперативная полиграфия.";
5430|8198;2;1;0;0;0;Визитки на бархате черного цвета с тиснением;
5436|8198;2;1;0;0;0;Визитки на бархате черного цвета с тиснением;
11328|8198;2;2;0;0;0;Визитки на бархате черного цвета с тиснением;
5430|8200;2;1;0;0;0;Визитки на бархате слоновая кость с тиснением.;
5436|8200;2;1;0;0;0;Визитки на бархате слоновая кость с тиснением.;
11328|8200;2;2;0;0;0;Визитки на бархате слоновая кость с тиснением.;
4716|4812;2;2;0;0;0;Листовка А5 глянец 170 гр/м2 односторонняя;
4720|4812;2;1;0;0;0;Листовка А5 глянец 170 гр/м2 односторонняя;
4712|4814;2;1;0;0;0;Листовка А5 глянец 200 гр/м2 односторонняя;
4720|4814;2;1;0;0;0;Листовка А5 глянец 200 гр/м2 односторонняя;
4712|4816;2;1;0;0;0;Листовка А5 глянец 250 гр/м2 односторонняя;
4716|4816;2;2;0;0;0;Листовка А5 глянец 250 гр/м2 односторонняя;
5258|5398;2;1;0;0;0;"Визитки на бумаге ""Волшебная свеча"". Оперативная полиграфия.";
5266|5398;2;1;0;0;0;"Визитки на бумаге ""Волшебная свеча"". Оперативная полиграфия.";
5274|5398;2;1;0;0;0;"Визитки на бумаге ""Волшебная свеча"". Оперативная полиграфия.";
5274|5396;2;1;0;0;0;"Визитки на бумаге ""Белый мрамор"". Оперативная полиграфия.";
5350|5430;2;1;0;0;0;Визитки на матовой бумаге с тиснением;
5350|5436;2;1;0;0;0;Визитки на матовой бумаге с тиснением;
11328|5350;2;2;0;0;0;Визитки на матовой бумаге с тиснением;
5270|5372|5448;3;1;0;0;0;Визитки с ламинацией 250 мкр. Оперативная полиграфия.;
10838|7258;2;2;0;0;0;Бумажные самоклеящиеся квадратные стикеры 4х4 см;
7262|7276;2;1;0;0;0;Круговая бумажная этикетка 80х260 мм;
4514|4630|4632|6086;4;1;0;0;0;Меню А4 на пружине 6 листов;
4518|4630|4632|6086;4;5;0;0;0;Меню А4 на пружине 10 листов;
4522|4630|4632|6086;4;2;0;0;0;Меню А4 на пружине 14 листов;
13652|13658|4300|4374|5090|5182|7844;7;1;0;0;0;Меню А3 одностраничное с ламинацией;
4514|4630|4632|6076;4;3;0;0;0;Меню А4 8 листов;
4518|4630|4632|6076;4;2;0;0;0;Меню А4 8 листов;
4522|4630|4632|6076;4;1;0;0;0;Меню А4 16 листов;
4514|4542|4630|4632|6076;5;1;0;0;0;Меню А4 с ламинацией 8 листов;
4514|4544|4630|4632|6076;5;1;0;0;0;Меню А4 с ламинацией 12 листов;
4514|4546|4630|4632|6076;5;1;0;0;0;Меню А4 с ламинацией 16 листов;
4518|4544|4630|4632|6076;5;2;0;0;0;Меню А4 с ламинацией 8 листов;
4522|4546|4630|4632|6076;5;1;0;0;0;Меню А4 с ламинацией 16 листов;
12832|5082;2;3;0;0;0;Евроменю 100х210 мм Hi-Kote;
5082|5126|5196;3;2;0;0;0;Евроменю 100х210 мм с ламинацией;
5078|5124|5196;3;1;0;0;0;Евроменю 100х210 мм с ламинацией;
4628|5750;2;2;0;0;0;Меню-буклет А4 2 Бига Hi-Kote 105 гр/м2;
10446|4516|6106|7902;4;1;0;0;0;Блокнот А4 без клетки 50 листов на металлической пружине;
10446|4520|6108|7902;4;2;0;0;0;Блокнот А4 без клетки 50 листов на металлической пружине;
11104|4708|4802|6106;4;1;0;0;0;Блокнот А5 без клетки 50 листов на металлической пружине;
11104|4708|4802|6108;4;1;0;0;0;Блокнот А5 без клетки 50 листов на металлической пружине;
11104|4712|4802|6108;4;1;0;0;0;Блокнот А5 без клетки 50 листов на металлической пружине;
10462|4516|6096|7902;4;1;0;0;0;Блокнот А4 в клетку 50 листов на металлической пружине;
10464|4520|6108|7902;4;1;0;0;0;Блокнот А4 в клетку 50 листов на металлической пружине;
10466|4520|6108|7902;4;1;0;0;0;Блокнот А4 в клетку 50 листов на металлической пружине;
10460|4708|4802|6106;4;1;0;0;0;Блокнот А5 в клетку 50 листов на металлической пружине;
4514|4628|4630|6086;4;1;0;0;0;Брошюра А4 Hi-Kote 4 листа на металлической пружине;
4518|4628|4630|6088;4;1;0;0;0;Брошюра А4 Hi-Kote 4 листа на металлической пружине;
4522|4628|4630|6088;4;3;0;0;0;Брошюра А4 Hi-Kote 4 листа на металлической пружине;
4308|6098|7838|7842;4;3;0;0;0;Брошюра А3 DNS 4 листа на металлической пружине;
4308|6088|7838|7842;4;1;0;0;0;Брошюра А3 DNS 4 листа на металлической пружине;
4308|6090|7838|7842;4;1;0;0;0;Брошюра А3 DNS 4 листа на металлической пружине;
4312|6090|7838|7842;4;1;0;0;0;Брошюра А3 DNS 4 листа на металлической пружине;
4308|6086|7838|7842;4;1;0;0;0;Брошюра А3 DNS 8 листов на металлической пружине;
4312|6088|7838|7842;4;2;0;0;0;Брошюра А3 DNS 8 листов на металлической пружине;
4320|6090|7838|7842;4;1;0;0;0;Брошюра А3 DNS 8 листов на металлической пружине;
4308|6096|7838|7842;4;1;0;0;0;Брошюра А3 DNS 12 листов на металлической пружине;
4312|6098|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 12 листов на металлической пружине;
4320|6098|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 12 листов на металлической пружине;
4320|6100|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 12 листов на металлической пружине;
4312|6098|7838|7842;4;1;0;0;0;Брошюра А3 DNS 12 листов на металлической пружине;
4320|6098|7838|7842;4;1;0;0;0;Брошюра А3 DNS 12 листов на металлической пружине;
4320|6102|7838|7842;4;1;0;0;0;Брошюра А3 DNS 12 листов на металлической пружине;
4304|6086|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 4 листа на металлической пружине;
4308|6088|7862|7864;4;2;0;0;0;Брошюра А3 Hi-Kote 4 листа на металлической пружине;
4312|6090|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 4 листа на металлической пружине;
4308|6086|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 8 листов на металлической пружине;
4312|6088|7862|7864;4;2;0;0;0;Брошюра А3 Hi-Kote 8 листов на металлической пружине;
4320|6090|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 8 листов на металлической пружине;
4308|6096|7862|7864;4;1;0;0;0;Брошюра А3 Hi-Kote 12 листов на металлической пружине;
4300|6076|7838|7842|9094;5;1;0;0;0;Брошюра А4 DNS 4 листа;
4304|6078|7838|7842|9094;5;2;0;0;0;Брошюра А4 DNS 4 листа;
4308|6080|7838|7842|9094;5;1;0;0;0;Брошюра А4 DNS 4 листа;
4312|6080|7838|7842|9094;5;1;0;0;0;Брошюра А4 DNS 4 листа;
4304|6076|7838|7842|9094;5;1;0;0;0;Брошюра А4 DNS 8 листов;
4308|6078|7838|7842|9096;5;3;0;0;0;Брошюра А4 DNS 8 листов;
4308|6078|7838|7842|9098;5;1;0;0;0;Брошюра А4 DNS 8 листов;
4312|6080|7838|7842|9098;5;1;0;0;0;Брошюра А4 DNS 8 листов;
4522|6078|7896|7900|9094;5;1;0;0;0;Брошюра А4 DNS 12 листов;
4522|6078|7896|7900|9096;5;1;0;0;0;Брошюра А4 DNS 12 листов;
4526|6080|7896|7900|9096;5;1;0;0;0;Брошюра А4 DNS 12 листов;
4300|6076|7854|7862|9094;5;1;0;0;0;Брошюра А4 Hi-Kote 4 листа;
4304|6078|7854|7862|9094;5;1;0;0;0;Брошюра А4 Hi-Kote 4 листа;
4308|6078|7854|7862|9096;5;1;0;0;0;Брошюра А4 Hi-Kote 4 листа;
4308|6080|7854|7862|9098;5;1;0;0;0;Брошюра А4 Hi-Kote 4 листа;
4522|4628|4630|6090;4;1;0;0;0;Брошюра А4 Hi-Kote 4 листа на металлической пружине;
4304|6076|7862|7864|9094;5;2;0;0;0;Брошюра А4 Hi-Kote 8 листов;
4308|6078|7854|7862|9094;5;1;0;0;0;Брошюра А4 Hi-Kote 8 листов;
4308|6078|7854|7862|9098;5;1;0;0;0;Брошюра А4 Hi-Kote 8 листов;
4312|6080|7854|7862|9098;5;1;0;0;0;Брошюра А4 Hi-Kote 8 листов;
4308|6078|7862|7864|9094;5;2;0;0;0;Брошюра А4 Hi-Kote 12 листов;
4312|6078|7862|7864|9098;5;1;0;0;0;Брошюра А4 Hi-Kote 12 листов;
4320|6080|7854|7862|9100;5;1;0;0;0;Брошюра А4 Hi-Kote 12 листов;
4518|4628|4630|6086;4;1;0;0;0;Брошюра А4 Hi-Kote 8 листов на металлической пружине;
4522|4628|4630|6086;4;1;0;0;0;Брошюра А4 Hi-Kote 8 листов на металлической пружине;
4526|4628|4630|6086;4;1;0;0;0;Брошюра А4 Hi-Kote 8 листов на металлической пружине;
4518|4628|4630|6096;4;1;0;0;0;Брошюра А4 Hi-Kote 12 листов на металлической пружине;
4526|4628|4630|6088;4;1;0;0;0;Брошюра А4 Hi-Kote 12 листов на металлической пружине;
4530|4628|4630|6090;4;1;0;0;0;Брошюра А4 Hi-Kote 12 листов на металлической пружине;
4514|6086|7896|7898;4;2;0;0;0;Брошюра А4 DNS 4 листа на металлической пружине;
4518|6088|7896|7898;4;1;0;0;0;Брошюра А4 DNS 4 листа на металлической пружине;
4522|6088|7896|7898;4;4;0;0;0;Брошюра А4 DNS 4 листа на металлической пружине;
4522|6090|7896|7898;4;1;0;0;0;Брошюра А4 DNS 4 листа на металлической пружине;
4518|6086|7896|7898;4;2;0;0;0;Брошюра А4 DNS 8 листов на металлической пружине;
4526|6090|7896|7898;4;2;0;0;0;Брошюра А4 DNS 8 листов на металлической пружине;
4526|6088|7896|7898;4;1;0;0;0;Брошюра А4 DNS 12 листов на металлической пружине;
13832|6288|7080|8692|9134|9390|9808;7;1;0;0;0;Информационный стенд с карманами А4 и А5 ПВХ5 55х50 см;
4302|6758|6774|7866;4;1;0;0;0;Папка А4 объемная;
4310|6764|6778|7866;4;1;0;0;0;Папка А4 объемная;
4302|6746|6774|7866;4;1;0;0;0;Папка А3 плоская;
4306|6748|6778|7866;4;1;0;0;0;Папка А3 плоская;
4310|6750|6778|7866;4;1;0;0;0;Папка А3 плоская;
4310|6752|6778|7866;4;1;0;0;0;Папка А3 плоская;
4516|4632|6746|6774;4;1;0;0;0;Папка А4 плоская;
4520|4632|6748|6778;4;2;0;0;0;Папка А4 плоская;
4524|4632|6748|6778;4;1;0;0;0;Папка А4 плоская;
4516|4632|6758|6774;4;1;0;0;0;Папка А5 объемная;
4520|4632|6760|6778;4;1;0;0;0;Папка А5 объемная;
4520|4632|6762|6778;4;1;0;0;0;Папка А5 объемная;
4524|4632|6764|6778;4;1;0;0;0;Папка А5 объемная;
11446|11472|11484|6632|7982;5;1;0;0;0;Пресс-волл 200х200 см;
