PRODUCT_KEY;PRODUCT_ID;PRODUCT_NAME;NORMALIZED_DIRECTION;SECTION_NAME;PARENT_SECTION;COST_PRICE;MARKUP_RATIO;PRICE_MODE;CONFIDENCE_TIER;ORDER_ROWS;OFFER_ROWS;CURRENT_BASE_PRICE;RECOMMENDED_PRICE;SUGGESTED_MIN_PRICE;SUGGESTED_MAX_PRICE;OFFER_QTY_LADDER;MANUAL_REVIEW_REASON;NEAREST_ANALOG_1;NEAREST_ANALOG_2;NEAREST_ANALOG_3
21436;21436;Замена сафитов на щите 1 шт Монтажники;Монтажники;Сафит;Баннер;700;1.4;manual;low;4;0;980;;;;;insufficient_history;21436:Замена сафитов на щите 1 шт Монтажники;;
21468;21468;Подбор шрифта для логотипа 5 решений;Дизайн;Шрифты;Брендинг;2500;2.05;manual;low;4;6;5000;;;;1;insufficient_history;21468:Подбор шрифта для логотипа 5 решений;;
21472;21472;Разработка шрифтового логотипа Средней сложности 1 вариант;Дизайн;Шрифтовой логотип;Брендинг;2500;2;manual;low;4;16;5000;;;;1;insufficient_history;21472:Разработка шрифтового логотипа Средней сложности 1 вариант;;
21496;21496;Сольвентная печать на бумаге 140 гр 10-20 кв.м;Сольвент;Плакаты;Типография;150;1.5;manual;low;4;0;255;;;;;insufficient_history;21496:Сольвентная печать на бумаге 140 гр 10-20 кв.м;;
21896;21896;Прокладка кабеля питания к вывеске монтаж 10-30 мп Цех;Цех;Прокладка провода к вывеске;Электрика;91;2;manual;low;4;0;182;;;;;insufficient_history;21896:Прокладка кабеля питания к вывеске монтаж 10-30 мп Цех;;
23630;23630;Вышка до 22 метров 1 час Вышка;Вышка;Выезды;;3000;0.93;manual;low;4;0;3300;;;;;insufficient_history;23630:Вышка до 22 метров 1 час Вышка;;
24052;24052;А3 Ламинация матовая 32мкр 11-20 шт;Печатная;Бумага;А3;39.47;2.7;manual;low;4;0;106.67;;;;;insufficient_history;24052:А3 Ламинация матовая 32мкр 11-20 шт;;
24064;24064;А3 Ламинация матовая 75мкр 1-4 шт;Печатная;Бумага;А3;94.5;3.7;manual;low;4;0;350;;;;;insufficient_history;24064:А3 Ламинация матовая 75мкр 1-4 шт;;
24280;24280;Визитки Ламинация матовая 125мкр 500 Печатная;Печатная;Ламинация;Визитки;2.83;1.55;manual;low;4;0;4.38;;;;;insufficient_history;24280:Визитки Ламинация матовая 125мкр 500 Печатная;;
24980;24980;Манас Манас кольцо первый сторона А 42.72188, 47.66847;РИК;Щит;Манас;8000;1.25;manual;low;4;0;10000;;;;;insufficient_history;24980:Манас Манас кольцо первый сторона А 42.72188, 47.66847;;
24984;24984;Манас Манас кольцо второй сторона А 42.72147, 47.66862;РИК;Щит;Манас;8000;1.25;manual;low;4;0;10000;;;;;insufficient_history;24984:Манас Манас кольцо второй сторона А 42.72147, 47.66862;;
25508;25508;Флаер 21х10 Печать 4+0 1-3 дня 6 Печатная;Печатная;Печать;Флаеры;3.36;3.95;manual;low;4;0;13.26;;;;;insufficient_history;25508:Флаер 21х10 Печать 4+0 1-3 дня 6 Печатная;;
25510;25510;Флаер 21х10 Печать 4+4 1-3 дня 7-120 Печатная;Печатная;Печать;Флаеры;5.22;3.39;manual;low;4;0;17.68;;;;;insufficient_history;25510:Флаер 21х10 Печать 4+4 1-3 дня 7-120 Печатная;;
25518;25518;Флаер 21х10 Печать 4+4 1-3 дня 361-1200 Печатная;Печатная;Печать;Флаеры;4.61;3.14;manual;low;4;0;14.14;;;;;insufficient_history;25518:Флаер 21х10 Печать 4+4 1-3 дня 361-1200 Печатная;;
25678;25678;Махачкала Имама Шамиля 39А 55 Парамакс сторона Б 42.96398, 47.49956;РИК;Экран;Махачкала;44000;1.25;manual;low;4;0;55000;;;;;insufficient_history;25678:Махачкала Имама Шамиля 39А 55 Парамакс сторона Б 42.96398, 47.49956;;
25726;25726;Махачкала Федеральное шоссе 151 сторона Б 43.05436, 47.45803;РИК;Щит;Махачкала;10000;1.6;manual;low;4;0;16000;;;;;insufficient_history;25726:Махачкала Федеральное шоссе 151 сторона Б 43.05436, 47.45803;;
25810;25810;Махачкала Акушинского 265 сторона А1 42.97426, 47.42994;РИК;Щит;Махачкала;15000;1.33;manual;low;4;0;20000;;;;;insufficient_history;25810:Махачкала Акушинского 265 сторона А1 42.97426, 47.42994;;
25832;25832;Махачкала Гамидова 61 155 ТЦ Этажи Сторона А 42.95719, 47.50919;РИК;Экран;Махачкала;112500;1.38;manual;low;4;0;155000;;;;;insufficient_history;25832:Махачкала Гамидова 61 155 ТЦ Этажи Сторона А 42.95719, 47.50919;;
25834;25834;Махачкала Даниялова 37 20 Барракуда Сторона Б 42.98153, 47.51288;РИК;Экран;Махачкала;11700;1.71;manual;low;4;0;20000;;;;;insufficient_history;25834:Махачкала Даниялова 37 20 Барракуда Сторона Б 42.98153, 47.51288;;
25840;25840;Махачкала Дахадаева 25 Динамо Сторона Б 42.97981, 47.50558;РИК;Экран;Махачкала;11700;1.71;manual;low;4;0;20000;;;;;insufficient_history;25840:Махачкала Дахадаева 25 Динамо Сторона Б 42.97981, 47.50558;;
25852;25852;Махачкала Булача 1 20 Кольцо сторона А 42.95749, 47.55444;РИК;Экран;Махачкала;11700;1.71;manual;low;4;0;20000;;;;;insufficient_history;25852:Махачкала Булача 1 20 Кольцо сторона А 42.95749, 47.55444;;
4362;4362;А3 Ламинация глянцевая 125мкр 21-60 шт Печатная;Печатная;Ламинация;А3;32.19;1.67;manual;low;4;0;62.84;;;;;insufficient_history;4362:А3 Ламинация глянцевая 125мкр 21-60 шт Печатная;;
4658;4658;Маджестик А4 бум. Волшебная свеча 1 шт Печатная;Печатная;Бумага;А4;69.01;1.49;manual;low;4;6;103;;;;20|50|100|200|300|500;insufficient_history;4658:Маджестик А4 бум. Волшебная свеча 1 шт Печатная;;
4688;4688;А4 Ламинация глянцевая 250мкр 8-20 шт Печатная;Печатная;Ламинация;А4;45.51;2.09;manual;low;4;0;101.1;;;;;insufficient_history;4688:А4 Ламинация глянцевая 250мкр 8-20 шт Печатная;;
4806;4806;Хайкот А5 бум. 115 гр. 1 шт Печатная;Печатная;Бумага;А5;0.63;1.79;manual;low;4;0;0.95;;;;;insufficient_history;4806:Хайкот А5 бум. 115 гр. 1 шт Печатная;;
4808;4808;Люмиарт А5 бум. 130 гр. 1 шт Печатная;Печатная;Бумага;А5;1.01;1.51;manual;low;4;0;1.5;;;;;insufficient_history;4808:Люмиарт А5 бум. 130 гр. 1 шт Печатная;;
4812;4812;Хайкот А5 бум. 180 гр. 1 шт Печатная;Печатная;Бумага;А5;1.13;1.57;manual;low;4;10;1.68;;;;100|300|500|1000|2000;insufficient_history;4812:Хайкот А5 бум. 180 гр. 1 шт Печатная;;
4994;4994;Люмиарт А6 бум. 130 гр. 1 шт Печатная;Печатная;Бумага;А6;0.5;2.08;manual;low;4;0;0.75;;;;;insufficient_history;4994:Люмиарт А6 бум. 130 гр. 1 шт Печатная;;
5000;5000;Хайкот А6 бум. 230 гр. 1 шт Печатная;Печатная;Бумага;А6;0.73;1.49;manual;low;4;0;1.09;;;;;insufficient_history;5000:Хайкот А6 бум. 230 гр. 1 шт Печатная;;
5050;5050;Коктейль А6 бум. Белый 1 шт Печатная;Печатная;Бумага;А6;8;1.49;manual;low;4;0;11.94;;;;;insufficient_history;5050:Коктейль А6 бум. Белый 1 шт Печатная;;
5090;5090;Флаер(21х10) Печать 4+4 1-3 дня 1201-2400 Печатная;Печатная;Печать;Флаеры;4.31;2.87;manual;low;4;11;12.38;;;;1500;insufficient_history;5090:Флаер(21х10) Печать 4+4 1-3 дня 1201-2400 Печатная;;
5118;5118;Флаер(21х10) Ламинация глянцевая 75мкр 3-12 шт Печатная;Печатная;Ламинация;Флаеры;5.67;4.7;manual;low;4;0;25.53;;;;;insufficient_history;5118:Флаер(21х10) Ламинация глянцевая 75мкр 3-12 шт Печатная;;
5172;5172;НАВИЯ Флаер(21х10) Бумага 200 гр. 1 шт Печатная;Печатная;Бумага;Флаеры;2.19;1.84;manual;low;4;0;3.27;;;;;insufficient_history;5172:НАВИЯ Флаер(21х10) Бумага 200 гр. 1 шт Печатная;;
5178;5178;Хайкот Флаер(21х10) Бумага 105 гр. 1 шт Печатная;Печатная;Бумага;Флаеры;0.45;1.99;manual;low;4;15;0.67;;;;100|300|500|1500|2500|5000|7500|10000;insufficient_history;5178:Хайкот Флаер(21х10) Бумага 105 гр. 1 шт Печатная;;
5278;5278;Визитки Ламинация глянцевая 25мкр 48 Печатная;Печатная;Ламинация;Визитки;1.06;4;manual;low;4;0;4.59;;;;;insufficient_history;5278:Визитки Ламинация глянцевая 25мкр 48 Печатная;;
5288;5288;Визитки Ламинация глянцевая 25мкр 1000 Печатная;Печатная;Ламинация;Визитки;0.43;2.14;manual;low;4;1;0.92;;;;1000;insufficient_history;5288:Визитки Ламинация глянцевая 25мкр 1000 Печатная;;
5294;5294;Визитки Ламинация глянцевая 75мкр 48 Печатная;Печатная;Ламинация;Визитки;1.42;4.3;manual;low;4;0;6.38;;;;;insufficient_history;5294:Визитки Ламинация глянцевая 75мкр 48 Печатная;;
5346;5346;НЕВИЯ бум. визитки 160 гр. 1 шт Печатная;Печатная;Бумага;Визитки;0.44;1.93;manual;low;4;0;0.65;;;;;insufficient_history;5346:НЕВИЯ бум. визитки 160 гр. 1 шт Печатная;;
5394;5394;Верона бум. визитки Лен слон. кость 1 шт Печатная;Печатная;Бумага;Визитки;3.82;0.41;manual;low;4;0;5.71;;;;;insufficient_history;5394:Верона бум. визитки Лен слон. кость 1 шт Печатная;;
5402;5402;Маджестик бум. визитки Сияние золота 1 шт Печатная;Печатная;Бумага;Визитки;5.75;1.49;manual;low;4;4;8.58;;;;240|500|1000|2000;insufficient_history;5402:Маджестик бум. визитки Сияние золота 1 шт Печатная;;
5584;5584;НЕВИЯ бум. Открытка 21х20см 1 шт;Печатная;бум.;Открытки;5.9;2.61;manual;low;4;0;8.8;;;;;insufficient_history;5584:НЕВИЯ бум. Открытка 21х20см 1 шт;;
5764;5764;Буклет А4 Офсет с 2 фальцами 115 гр/м 4+4 5-7 дней 5000 шт;Офсет;Офсет;Буклет;3;1.16;manual;low;4;1;4.35;;;;5000;insufficient_history;5764:Буклет А4 Офсет с 2 фальцами 115 гр/м 4+4 5-7 дней 5000 шт;;
6088;6088;Брошюровка на металл пружину 10-50 экз. до 4 мм Печатная;Печатная;Брошюры;Типография;35.2;1.11;manual;low;4;18;60;;;;30|50;insufficient_history;6088:Брошюровка на металл пружину 10-50 экз. до 4 мм Печатная;;
6110;6110;Брошюровка на металл пружину 50-100 экз. 8 - 12 мм Печатная;Печатная;Брошюры;Типография;82.44;1.21;manual;low;4;0;132;;;;;insufficient_history;6110:Брошюровка на металл пружину 50-100 экз. 8 - 12 мм Печатная;;
6304;6304;Винил перфорированный печать 3-10 кв.м;Сольвент;Сольвент;Самоклейка;550;1.55;manual;low;4;2;880;;;;4|8;insufficient_history;6304:Винил перфорированный печать 3-10 кв.м;;
6464;6464;Аппликация накатка на монтажную пленку 20-50 кв.м Цех;Цех;Аппликация;Самоклейка;275;1.31;manual;low;4;0;550;;;;;insufficient_history;6464:Аппликация накатка на монтажную пленку 20-50 кв.м Цех;;
6744;6744;Конверт/Папка с плоским карманом Сборка 1-3 шт Печатная;Печатная;Папки;Типография;52.85;1.91;manual;low;4;0;105;;;;;insufficient_history;6744:Конверт/Папка с плоским карманом Сборка 1-3 шт Печатная;;
6746;6746;Конверт/Папка с плоским карманом Сборка 3-10 шт Печатная;Печатная;Папки;Типография;51.66;1.95;manual;low;4;2;98;;;;10;insufficient_history;6746:Конверт/Папка с плоским карманом Сборка 3-10 шт Печатная;;
6752;6752;Конверт/Папка с плоским карманом Сборка 60-100 шт Печатная;Печатная;Папки;Типография;48.09;1.88;manual;low;4;1;77;;;;100;insufficient_history;6752:Конверт/Папка с плоским карманом Сборка 60-100 шт Печатная;;
6962;6962;Табличка аппликация 0,16-0,25 кв.м 3-10 шт Цех;Цех;Аппликация;Таблички;2533.75;1.66;manual;low;4;6;4989.5;;;;1.2|2.4;insufficient_history;6962:Табличка аппликация 0,16-0,25 кв.м 3-10 шт Цех;;
7116;7116;Титульная вывеска демонтаж дюбель-гвозди 1 шт Цех;Цех;Демонтаж;Титульные вывески;270;1.83;manual;low;4;0;540;;;;;insufficient_history;7116:Титульная вывеска демонтаж дюбель-гвозди 1 шт Цех;;
7266;7266;Печать самоклеящейся бумаги без резки лист 30х45 401-600 шт Печатная;Печатная;Печать;Стикеры;42.86;1.08;manual;low;4;1;75.91;;;;500;insufficient_history;7266:Печать самоклеящейся бумаги без резки лист 30х45 401-600 шт Печатная;;
7298;7298;Флаер 21х10 верстка сложный 1 сторона;Дизайн;Листовки;Полиграфия;750;1.07;manual;low;4;1;1500;;;;1;insufficient_history;7298:Флаер 21х10 верстка сложный 1 сторона;;
7316;7316;Макет обложки брошюры Средней сложности 1 решение;Дизайн;Брошюры;Полиграфия;3000;1.67;manual;low;4;1;6000;;;;1;insufficient_history;7316:Макет обложки брошюры Средней сложности 1 решение;;
7364;7364;Макет плаката имиджевого Средней сложности 1 решение;Дизайн;Плакаты;Дизайн;2500;1.6;manual;low;4;1;5000;;;;1;insufficient_history;7364:Макет плаката имиджевого Средней сложности 1 решение;;
7436;7436;Бейдж полиграфический на магните 1-3 шт;Печатная;Нагрудный;Бейджи;36.59;2.86;manual;low;4;0;169.59;;;;;insufficient_history;7436:Бейдж полиграфический на магните 1-3 шт;;
7502;7502;Оклейка бочины букв пленкой сложные 51-100 мп Цех;Цех;Оклейка;Буквы;234;1.63;manual;low;4;0;492;;;;;insufficient_history;7502:Оклейка бочины букв пленкой сложные 51-100 мп Цех;;
7544;7544;Монтаж буквы сложной на выезде до 3 мп Цех;Цех;Монтаж;Буквы;450;1.78;manual;low;4;0;900;;;;;insufficient_history;7544:Монтаж буквы сложной на выезде до 3 мп Цех;;
7594;7594;Демонтаж буквы сложной на выезде 3-10 мп Цех;Цех;Демонтаж;Буквы;210;2;manual;low;4;0;420;;;;;insufficient_history;7594:Демонтаж буквы сложной на выезде 3-10 мп Цех;;
7788;7788;Сборка объема ПВХ3 простые до 3 мп Цех;Цех;Объем;Буквы;447.25;2.02;manual;low;4;73;890.5;;;;1|1.43|1.5|1.9|2|2.1|2.4|2.64;insufficient_history;7788:Сборка объема ПВХ3 простые до 3 мп Цех;;
7830;7830;Сборка объема ПВХ8 простые 51-100 мп Цех;Цех;Объем;Буквы;658.63;1.73;manual;low;4;0;1171.8;;;;;insufficient_history;7830:Сборка объема ПВХ8 простые 51-100 мп Цех;;
7882;7882;Коктейль А3 бум. Белый 1 шт Печатная;Печатная;Бумага;А3;63.99;1.49;manual;low;4;0;95.5;;;;;insufficient_history;7882:Коктейль А3 бум. Белый 1 шт Печатная;;
7884;7884;Коктейль А3 бум. Белое золото 1 шт Печатная;Печатная;Бумага;А3;63.65;1.49;manual;low;4;0;95;;;;;insufficient_history;7884:Коктейль А3 бум. Белое золото 1 шт Печатная;;
8138;8138;Баннер на фанеру демонтаж 10-20 кв.м Цех;Цех;Монтаж;Баннер;48;1.5;manual;low;4;0;96;;;;;insufficient_history;8138:Баннер на фанеру демонтаж 10-20 кв.м Цех;;
8198;8198;Тачкавер бум. визитки черный 1 шт Печатная;Печатная;Бумага;Визитки;7.04;1.49;manual;low;4;8;10.5;;;;240|500|1000|2000;insufficient_history;8198:Тачкавер бум. визитки черный 1 шт Печатная;;
8236;8236;Сварка металлокаркаса и покраска рамка с выпусками 3-10 кв.м Цех;Цех;Сварка;Короба;780;1.33;manual;low;4;0;1560;;;;;insufficient_history;8236:Сварка металлокаркаса и покраска рамка с выпусками 3-10 кв.м Цех;;
8270;8270;Свет монтаж торцевого модуля 10-20 шт Цех;Цех;Свет;Короба;42;1.89;manual;low;4;2;84;;;;13|20;insufficient_history;8270:Свет монтаж торцевого модуля 10-20 шт Цех;;
8324;8324;Монтаж подложки на каркас композит 20-50 кв.м Цех;Цех;Сборка;Короба;330;1.88;manual;low;4;0;660;;;;;insufficient_history;8324:Монтаж подложки на каркас композит 20-50 кв.м Цех;;
8334;8334;Монтаж подложки на каркас ПВХ 10-20 кв.м Цех;Цех;Сборка;Короба;240;1;manual;low;4;0;480;;;;;insufficient_history;8334:Монтаж подложки на каркас ПВХ 10-20 кв.м Цех;;
8384;8384;ПВХ5 2-3 кв.м;Цех;ПВХ5;Листовые;1338.75;1.05;manual;low;4;0;2142;;;;;insufficient_history;8384:ПВХ5 2-3 кв.м;;
8468;8468;Акрил3 цветной 2-3 кв.м;Цех;Акрил цветной 3;Листовые;2520;1.46;manual;low;4;0;4032;;;;;insufficient_history;8468:Акрил3 цветной 2-3 кв.м;;
8478;8478;Акрил3 зеркальный 1-2 кв.м;Цех;Акрил зеркальный 3;Листовые;6900;1.23;manual;low;4;0;11730;;;;;insufficient_history;8478:Акрил3 зеркальный 1-2 кв.м;;
8560;8560;ПЭТ1 прозрачный до 1 кв.м;Цех;ПЭТ прозрачный 1,0;Листовые;690;1.62;manual;low;4;0;1242;;;;;insufficient_history;8560:ПЭТ1 прозрачный до 1 кв.м;;
8590;8590;Пленка для ламинации винила матовая 10-25 кв.м;Цех;Ламинация матовая;Пленки;140;1.97;manual;low;4;0;210;;;;;insufficient_history;8590:Пленка для ламинации винила матовая 10-25 кв.м;;
8616;8616;Оракал 641 цветная 25-50 кв.м;Цех;Оракал 641 цветная;Пленки;400;1.35;manual;low;4;0;560;;;;;insufficient_history;8616:Оракал 641 цветная 25-50 кв.м;;
8770;8770;Труба профильная 20х40 1,5 мм металлическая 100-300 мп;Цех;Трубы 20х40 1,5 мм;металл;125;1.49;manual;low;4;0;187.5;;;;;insufficient_history;8770:Труба профильная 20х40 1,5 мм металлическая 100-300 мп;;
8820;8820;Пленка для ламинации винила глянец 3-10 кв.м;Цех;Ламинация глянец;Пленки;100;1.65;manual;low;4;0;160;;;;;insufficient_history;8820:Пленка для ламинации винила глянец 3-10 кв.м;;
8876;8876;Фанера 1,5х1,5 шлифованная 8 мм лист;Цех;Фанера шлифованная 8 мм;Дерево;500;1.64;manual;low;4;0;650;;;;;insufficient_history;8876:Фанера 1,5х1,5 шлифованная 8 мм лист;;
8992;8992;Фотоплакат 1440 dpi 1-3 кв.м;Печатная;Плакаты;Типография;700;2.8;manual;low;4;22;1960;;;;0.1|0.15|0.2|0.25|0.26|0.35|0.51|0.7;insufficient_history;8992:Фотоплакат 1440 dpi 1-3 кв.м;;
9102;9102;Биговка 801-1200 шт Печатная;Печатная;Постпечатка;Типография;0.61;1.2;manual;low;4;5;1.1;;;;800|1000;insufficient_history;9102:Биговка 801-1200 шт Печатная;;
9242;9242;Световая настенная панель монтаж 1 шт. Цех;Цех;Монтаж;Световые панели;750;1.67;manual;low;4;0;1800;;;;;insufficient_history;9242:Световая настенная панель монтаж 1 шт. Цех;;
9250;9250;Стенд из ПВХ оклеенный полиграфией 3 мм 5-10 кв.м Цех;Цех;Стенд ПВХ;Стенды;1827.5;1.7;manual;low;4;0;3106;;;;;insufficient_history;9250:Стенд из ПВХ оклеенный полиграфией 3 мм 5-10 кв.м Цех;;
9262;9262;Стенд из ПВХ оклеенный полиграфией 5 мм 5-10 кв.м Цех;Цех;Стенд ПВХ;Стенды;2343.75;1.01;manual;low;4;3;3414;;;;6.2|7.6|9.2;insufficient_history;9262:Стенд из ПВХ оклеенный полиграфией 5 мм 5-10 кв.м Цех;;
9266;9266;Стенд из ПВХ оклеенный полиграфией 5 мм 20-50 кв.м Цех;Цех;Стенд ПВХ;Стенды;2273.75;1;manual;low;4;0;2961;;;;;insufficient_history;9266:Стенд из ПВХ оклеенный полиграфией 5 мм 20-50 кв.м Цех;;
9270;9270;Стенд из ПВХ оклеенный полиграфией 8 мм 1 кв.м Цех;Цех;Стенд ПВХ;Стенды;3332.5;1.32;manual;low;4;0;4969.5;;;;;insufficient_history;9270:Стенд из ПВХ оклеенный полиграфией 8 мм 1 кв.м Цех;;
9272;9272;Стенд из ПВХ оклеенный полиграфией 8 мм 1-5 кв.м Цех;Цех;Стенд ПВХ;Стенды;3297.5;1.2;manual;low;4;1;4681.75;;;;3.5;insufficient_history;9272:Стенд из ПВХ оклеенный полиграфией 8 мм 1-5 кв.м Цех;;
9312;9312;Стенд из композита оклеенный 10-20 кв.м Цех;Цех;Стенд Композит;Стенды;3097.5;1.03;manual;low;4;0;4856.25;;;;;insufficient_history;9312:Стенд из композита оклеенный 10-20 кв.м Цех;;
9464;9464;Ролл-ап стенд 100х200 см 4-10 шт;POS;Напольные;Стенды;2200;1.5;manual;low;4;1;3300;;;;5;insufficient_history;9464:Ролл-ап стенд 100х200 см 4-10 шт;;
9830;9830;ПВХ8 более 6 кв.м;Цех;ПВХ;Титульные вывески;2257.5;0.91;manual;low;4;0;2934.75;;;;;insufficient_history;9830:ПВХ8 более 6 кв.м;;
9848;9848;Композит матовый 2-5 кв.м;Цех;Композит;Титульные вывески;2127.5;1.58;manual;low;4;6;3404;;;;2.5|3|3.5;insufficient_history;9848:Композит матовый 2-5 кв.м;;
9882;9882;Акрил цветной 1-2 кв.м;Цех;Акрил;Титульные вывески;2520;1.79;manual;low;4;0;4284;;;;;insufficient_history;9882:Акрил цветной 1-2 кв.м;;
9916;9916;Оргстекло прозрачное3 до 1 кв.м;Цех;Оргстекло;Титульные вывески;2300;1.54;manual;low;4;0;4140;;;;;insufficient_history;9916:Оргстекло прозрачное3 до 1 кв.м;;
manual:-------------------------;0;-------------------------;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;;;
manual:---------------------------------------------------------------;0;---------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;;;
manual:---------------------------------------------------------------------;0;---------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;;;
manual:----------------------------------------------------------------------;0;----------------------------------------------------------------------;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;;;
manual:15%;0;15%;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;18494:Каспийск Омарова 15 Сторона А 42.90176, 47.6177;18496:Каспийск Омарова 15 Сторона Б 42.90176, 47.6177;18656:Каспийск Назарова 15 Автостанция Сторона А 42.88695, 47.63488
manual:акушинского тц северный 6х3 ст б;0;Акушинского тц Северный 6х3 ст Б;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;10138:Махачкала Акушинского 391 ТЦ Северный Сторона А 42.96966, 47.41021;10140:Махачкала Акушинского 391 ТЦ Северный Сторона Б 42.96966, 47.41021;10084:Махачкала Акушинского 268 Северный автовокзал Сторона А 42.97039, 47.41159
manual:аренда рим с 1.05. по 31.05 2021;0;Аренда РИМ с 1.05. по 31.05 2021;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;10748:3D моделирование работа по таймеру 1 час;13650:Агент по подбору исполнителей 1 час;10700:Визитка верстка По шаблону 1 сторона
manual:аренда щита 4х3 гамидова;0;аренда щита 4х3 Гамидова;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;21358:Макет баннера 4х3 Простой 1 решение;21362:Макет баннера 4х3 Сложный 1 решение;21360:Макет баннера 4х3 Средней сложности 1 решение
manual:аренда щита 6х3 в каспийске;0;Аренда щита 6х3 в Каспийске;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;8166:Баннер на билборд 6х3 демонтаж 18 кв.м;8162:Баннер на билборд 6х3 монтаж 18 кв.м;11504:Баннер на билборд 6х3 печать 18 кв.м
manual:аренда щита 6х3 новая трасса въезд;0;аренда щита 6х3 новая трасса въезд;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;20742:Махачкала Новая трасса Кольцо пятый Сторона А 42.95182, 47.53978;20744:Махачкала Новая трасса Кольцо пятый Сторона Б 42.95182, 47.53978;16946:Махачкала Новая трасса Кольцо второй Сторона А1 42.95164, 47.53965
manual:аренда щита акушинского 98 ст а1;0;Аренда щита Акушинского 98 ст А1;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;25802:Махачкала Акушинского 102 сторона А1 42.97793, 47.44631;24010:Махачкала Акушинского 121 сторона А1 42.97743, 47.44406;25806:Махачкала Акушинского 126 сторона А1 42.97662, 47.44049
manual:аренда щита аметхан султана марракеш ст.а;0;Аренда щита Аметхан Султана Марракеш ст.А;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;18342:Каспийск Амет-Хана Султана 1Г Сторона А 42.87776, 47.62242;18344:Каспийск Амет-Хана Султана 1Г Сторона Б 42.87776, 47.62242;18334:Каспийск Амет-Хана Султана 3 Электроинструменты Сторона А 42.88124, 47.62224
manual:аренда щита владикавказ ул.коста 180 6х3 с 1.01.2023 по 31.01.2023;0;Аренда щита Владикавказ ул.Коста 180 6х3 с 1.01.2023 по 31.01.2023;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;20276:Владикавказ Островского 13 Коста Сторона А 43.03455, 44.66518;10748:3D моделирование работа по таймеру 1 час;13650:Агент по подбору исполнителей 1 час
manual:аренда щита ирчи казака гастроном а;0;Аренда щита Ирчи Казака гастроном А;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;16532:Махачкала Ирчи Казака 6 Прокуратура Сторона А 42.96577, 47.50333;16534:Махачкала Ирчи Казака 6 Прокуратура Сторона Б 42.96577, 47.50333;16494:Махачкала Ирчи казака 113 Тримиата Сторона А 42.95299, 47.52046
manual:аренда щита кизляр кизляр перекресток ул. магистральной и ул. багратиона, сторона б рик;0;Аренда щита Кизляр Кизляр Перекресток ул. Магистральной и ул. Багратиона, сторона Б РИК;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;20128:Избербаш Буйнакского 74 Перекресток Сторона А 42.56221, 47.87615;20130:Избербаш Буйнакского 74 Перекресток Сторона Б 42.56221, 47.87615;18078:Каспийск Ленина 22 Перекресток Сторона А 42.8897, 47.63887
manual:аренда щита с 1.05.до 31.05.2021;0;Аренда щита с 1.05.до 31.05.2021;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;7068:Акрил зеркальный до 1 кв.м;9892:Акрил зеркальный до 1 кв.м;7056:Акрил цветной до 1 кв.м
manual:аренда щита федеральное шоссе 104 ст.а;0;Аренда щита Федеральное шоссе 104 ст.А;__MANUAL_OR_UNCATEGORIZED__;;;;;manual;low;4;0;;;;;;manual_or_missing_catalog;25724:Махачкала Федеральное шоссе 151 сторона А 43.05436, 47.45803;25726:Махачкала Федеральное шоссе 151 сторона Б 43.05436, 47.45803;18386:Каспийск Каспийское шоссе 1-4 Сторона А 42.88316, 47.61605
